PluName=ãÇäÌÇ íãäì ÈÇáßíáæ,LFCode=836,Code=4578,BarCode=101,Rebate=0,UnitPrice=4400,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=1
PluName=ÈÕá ÇÍãÑ ÓæÏÇäì,LFCode=989,Code=6080,BarCode=101,Rebate=0,UnitPrice=2750,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=2
PluName=ãÇäÌÇ íãäì ÈÇáßíáæ,LFCode=836,Code=4578,BarCode=101,Rebate=0,UnitPrice=4400,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=3
PluName=ÈÕá ÇÍãÑ ÓæÏÇäì,LFCode=989,Code=6080,BarCode=101,Rebate=0,UnitPrice=2750,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=4
PluName=ãÇäÌÇ íãäì ÈÇáßíáæ,LFCode=836,Code=4578,BarCode=101,Rebate=0,UnitPrice=4400,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=5
PluName=ÈÕá ÇÍãÑ ÓæÏÇäì,LFCode=989,Code=6080,BarCode=101,Rebate=0,UnitPrice=2750,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=6
PluName=ãÇäÌÇ íãäì ÈÇáßíáæ,LFCode=836,Code=4578,BarCode=101,Rebate=0,UnitPrice=4400,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=7
PluName=ÈÕá ÇÍãÑ ÓæÏÇäì,LFCode=989,Code=6080,BarCode=101,Rebate=0,UnitPrice=2750,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=8
PluName=ãÇäÌÇ íãäì ÈÇáßíáæ,LFCode=836,Code=4578,BarCode=101,Rebate=0,UnitPrice=4400,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=9
PluName=ÈÕá ÇÍãÑ ÓæÏÇäì,LFCode=989,Code=6080,BarCode=101,Rebate=0,UnitPrice=2750,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=10
PluName=ãÇäÌÇ íãäì ÈÇáßíáæ,LFCode=836,Code=4578,BarCode=101,Rebate=0,UnitPrice=4400,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=11
PluName=ÈÕá ÇÍãÑ ÓæÏÇäì,LFCode=989,Code=6080,BarCode=101,Rebate=0,UnitPrice=2750,WeightUnit=4,Deptment=21,Tare=0,ShlefTime=0,PackageType=0,PackageWeight=0,Tolerance=0,Message1=0,MultiLabel=0,HotKey=0,iRecNO=12
