900001	1	1	900001	Æ»¹û    APPLE			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	4	1	1	0	0	0	0	0	0	0	0	0			.	.
900002	1	1	900002	ÊÖ°Ç¼¦ÊÖÌ×			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	1	0	0	1	0	0	1	0			.	.
900003	1	1	900003	Ðì¸£¼ÇÉ¢ÌÇ			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	2	0	0	2	0	0	2	0			.	.
900004	1	1	900004	ÏÊ¼¦µ°(´ó)			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	3	0	0	3	0	0	3	0			.	.
900005	1	1	900005	ÈðÊ¿µ°¸âºÐ 1Ö»			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	4	0	0	4	0	0	4	0			.	.
900006	1	1	900006	¸«Í·ÅÆÊ³·Û(Ð¡ËÕ´ò)24*45			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	5	0	0	5	0	0	5	0			.	.
900007	1	1	900007	Á¦¸ßËÙ¶³Ê²½õÇà¶¹2kg/°ü			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	6	0	0	6	0	0	6	0			.	.
900008	1	1	900008	µØÞÑÈÈ´øÊ²¹û(Ë®¹û¹ÞÍ·) 8			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	7	0	0	7	0	0	7	0			.	.
900009	1	1	900009	ÄÏº«Ó×É°ÌÇ30kg/°ü			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	8	0	0	8	0	0	8	0			.	.
900010	1	1	900010	µØÞÑ²¤ÂÜÆ¬836g/¹Þ			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	9	0	0	9	0	0	9	0			.	.
900011	2	1	900011	·áÔ°Á«ÈØ20kg/Í°			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	10	0	0	10	0	0	10	0			.	.
900012	2	1	900012	ÐÂÎ÷À¼ÄÌ·Û(Èé·Û3800)25kg			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	11	0	0	11	0	0	11	0			.	.
900013	2	1	900013	Èý»¨Ö²Ö¬µ­ÄÌ410g/¹Þ			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	12	0	0	12	0	0	12	0			.	.
900014	2	1	900014	ÃÀ´ï¿§à¬·Û350g/Æ¿			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	13	0	0	13	0	0	13	0			.	.
900015	2	1	900015	½ðÅÆÃÛÌÒ(822g/¹Þ)			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	14	0	0	14	0	0	14	0			.	.
900016	2	1	900016	ÅàÀÖµÀÖì¹ÅÁ¦Ä½Ê¿·Û250g/			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	15	0	0	15	0	0	15	0			.	.
900017	2	1	900017	Ë«Ï²ÅÝ´ò·Û(3626g/¹Þ)			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	16	0	0	16	0	0	16	0			.	.
900018	2	1	900018	SPµ°¸âÓÍ(15kg/Í°)			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	17	0	0	17	0	0	17	0			.	.
900019	2	1	900019	×éºÏÃæ°ü 4¸ö/ºÐ			1	0	0	0	kg	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2014/9/22 15:09:00	0	0	0	1	0	0	18	0	0	18	0	0	18	0			.	.
